Location,c0:f6:c2:d1:4b:d3,c0:f6:c2:d1:b3:d0,c0:f6:c2:d1:4b:e1,00:e4:06:97:47:e2,c0:f6:c2:d1:10:13,c0:f6:c2:d1:4b:e0,c0:f6:c2:d1:b3:e1,c0:f6:c2:d1:4b:e2,00:e4:06:97:47:d3,c0:f6:c2:d1:10:10,c0:f6:c2:d1:b3:d3,c0:f6:c2:d1:10:21,c0:f6:c2:d1:10:20,c0:f6:c2:d1:4b:d0,c0:f6:c2:d1:10:22
0,-82,-72,-72,-84,-77,-72,-57,-72,-86,-77,-72,-73,-73,-81,-73
